sentence_id	chunks_ids	type	score	chunk1	chunk2
11	7 <==> 1 2	EQUI	5	stock	Boeing stock 
11	4 5 <==> 4 5	EQUI	5	catches fire	after fire 
11	6 <==> 0	NOALI	0	;	-not aligned- 
12	2 <==> 4	EQUI	5	abduct	kidnapped 
12	6 7 <==> 5 6	EQUI	5	in Nigeria	in Nigeria 
12	3 4 5 <==> 1 2 3	EQUI	5	seven foreign workers	Seven foreign workers 
12	1 <==> 0	NOALI	0	Gunmen	-not aligned- 
13	6 7 8 9 10 <==> 6 7 8	EQUI	5	in West Bank , Jerusalem	in W. Bank 
13	2 3 <==> 2 3	EQUI	5	clash with	clash with 
13	1 <==> 1	EQUI	5	Palestinians	Palestinians 
13	4 5 <==> 4 5	EQUI	5	Israeli forces	security forces 
14	2 <==> 2	EQUI	5	killed	killed 
14	6 7 <==> 6 7 8	SPE2	4	in Pakistan	in NW Pakistan 
14	3 4 5 <==> 3 4 5	SPE1	4	in bus accident	in road accident 
14	1 <==> 1	SIMI	4	12	10 
15	1 2 <==> 1 2	EQUI	5	North Korea	North Korea 
15	3 <==> 4	EQUI	5	Postpones	postpones 
15	4 5 <==> 6 7	EQUI	5	Family Reunions	family unions 
15	6 7 <==> 8 9 10	EQUI	5	with South	with South Korea 
15	0 <==> 3	NOALI	0	-not aligned-	` 
15	0 <==> 5	NOALI	0	-not aligned-	' 
16	1 2 <==> 1 2	EQUI	5	David Beckham	David Beckham 
16	4 <==> 3	EQUI	5	Retirement	retires 
16	3 <==> 0	ALIC_FACT	NIL	Announces	-not aligned- 
16	5 6 <==> 4 5	EQUI	5	From Soccer	from football 
17	11 12 <==> 0	NOALI	0	of Injuries	-not aligned- 
17	1 <==> 1	EQUI	5	Man	Man 
17	7 8 9 <==> 8 9 10	EQUI	5	on National Mall	on National Mall 
17	0 <==> 2	NOALI	NIL	-not aligned-	` 
17	10 <==> 11	EQUI	5	Dies	dies 
17	2 3 4 5 6 <==> 3 4 5 6	EQUI	5	Who Set Himself on Fire	who set himself ablaze 
17	0 <==> 7	NOALI	NIL	-not aligned-	' 
18	6 7 8 <==> 5 6 7	EQUI	5	's Prime Minister	's prime minister 
18	1 2 <==> 1 2	EQUI	5	Shinzo Abe	Shinzo Abe 
18	4 5 <==> 4	EQUI	5	as Japan	Japan 
18	3 <==> 3	SIMI	4	Selected	is 
19	2 3 4 <==> 4 5 6	EQUI	5	in a coma	in a coma 
19	0 <==> 11	ALIC	NIL	-not aligned-	following 
19	0 <==> 7	NOALI	0	-not aligned-	fighting 
19	0 <==> 8 9 10	NOALI	0	-not aligned-	for his life 
19	1 <==> 1 2	EQUI	5	Schumacher	Michael Schumacher 
19	5 6 7 <==> 12 13	EQUI	5	after ski accident	skiing accident 
19	0 <==> 3	NOALI	0	-not aligned-	still 
20	1 2 3 4 5 <==> 1 2	SPE1	3	Bradley Cooper and JJ Abrams	Bradley Cooper 
20	6 7 <==> 3 4	EQUI	5	in talks	in talks 
20	0 <==> 9 10	ALIC	0	-not aligned-	in biopic 
20	10 11 12 13 <==> 7 8	SPE1	4	a Lance Armstrong biopic	Lance Armstrong 
20	8 9 <==> 5 6	REL	3	about filming	to play 
21	3 <==> 0	NOALI	0	`	-not aligned- 
21	4 <==> 0	NOALI	0	determined	-not aligned- 
21	8 9 <==> 6 7 8 9	EQUI	5	horsemeat scandal	over horse meat scandal 
21	1 2 <==> 1 2	EQUI	5	EU ministers	EU ministers 
21	5 <==> 0	NOALI	0	'	-not aligned- 
21	0 <==> 3	NOALI	0	-not aligned-	hold 
21	0 <==> 4 5	NOALI	0	-not aligned-	crisis talks 
21	6 7 <==> 0	NOALI	0	to resolve	-not aligned- 
22	0 <==> 3	NOALI	0	-not aligned-	announces 
22	4 5 <==> 0	ALIC	0	to boycott	-not aligned- 
22	1 2 3 <==> 1 2	EQUI	5	Thai opposition party	Thai opposition 
22	6 7 <==> 4 5	SPE1	4	general election	election boycott 
23	10 11 <==> 12 13	EQUI	5	in Seemandhra	in Seemandhra 
23	0 <==> 2	NOALI	0	-not aligned-	: 
23	4 5 <==> 7 8	EQUI	5	to hospital	in hospital 
23	0 <==> 9	NOALI	0	-not aligned-	; 
23	0 <==> 4 5	NOALI	0	-not aligned-	to spend 
23	1 2 <==> 3	EQUI	5	Jagan Reddy	Jagan 
23	9 <==> 11	EQUI	5	continues	continues 
23	7 8 <==> 10	EQUI	5	power crisis	blackout 
23	6 <==> 0	NOALI	0	,	-not aligned- 
23	0 <==> 1	NOALI	0	-not aligned-	Telangana 
23	3 <==> 0	NOALI	0	shifted	-not aligned- 
23	0 <==> 6	NOALI	0	-not aligned-	Thursday 
24	6 7 8 <==> 6 7 8	EQUI	5	as Maracana re-opens	as Maracana re-opens 
24	4 5 <==> 3 4	EQUI	5	by England	by England 
24	2 <==> 2	REL_POL	3	tied	held 
24	3 <==> 5	EQUI	5	2-2	2-2 
24	1 <==> 1	EQUI	5	Brazil	Brazil 
25	4 5 <==> 4 5	SIMI	3	warns against	weighs into 
25	1 2 3 <==> 1 2 3	EQUI	5	George W. Bush	George W Bush 
25	6 7 8 <==> 6 7	SPE1	4	bitter immigration debate	immigration debate 
26	1 <==> 1	EQUI	5	Hundreds	Hundreds 
26	0 <==> 2	ALIC	NIL	-not aligned-	fall 
26	2 3 4 5 6 <==> 4 5 6	SPE1	3	of Bangladesh clothes factory workers	in Bangladesh factory 
26	7 <==> 3	EQUI	5	ill	sick 
27	2 <==> 2	EQUI	5	conducts	launches 
27	4 5 <==> 5 6	EQUI	5	on Syria	against Syria 
27	1 <==> 1	EQUI	5	Israel	Israel 
27	3 <==> 3 4	SPE2	4	airstrike	new airstrike 
28	2 3 4 5 6 <==> 1 2 3 4	SIMI	3	Around 100 dead or injured	Hundreds dead or injured 
28	8 9 10 <==> 5 6 7	EQUI	5	after China earthquake	in China quake 
28	7 <==> 0	NOALI	0	'	-not aligned- 
28	1 <==> 0	NOALI	0	`	-not aligned- 
29	1 2 3 <==> 1 2 3	EQUI	5	2 French Journalists	Two French journalists 
29	4 <==> 4	EQUI	5	Killed	killed 
29	5 6 <==> 5 6	EQUI	5	in Mali	in Mali 
30	0 <==> 2	NOALI	0	-not aligned-	` 
30	3 4 5 6 <==> 9 10 11	SPE1	4	in collapsed Japan tunnel	from Japan tunnel 
30	2 <==> 3 4	EQUI	5	ablaze	left burning 
30	1 <==> 1	EQUI	5	Vehicles	Vehicles 
30	0 <==> 5	NOALI	0	-not aligned-	' 
30	0 <==> 6 7 8	ALIC	NIL	-not aligned-	as smoke emits 
31	2 <==> 2	EQUI	5	attack	attack 
31	1 <==> 1	EQUI	5	Islamists	Islamists 
31	0 <==> 3 4	ALIC	0	-not aligned-	Malian troops 
31	6 7 8 <==> 0	NOALI	0	after suicide bombings	-not aligned- 
31	3 4 5 <==> 5 6	SPE2	4	north Mali city	in Gao 
32	0 <==> 4	NOALI	0	-not aligned-	: 
32	0 <==> 1	NOALI	0	-not aligned-	It 
32	0 <==> 3	NOALI	0	-not aligned-	official 
32	0 <==> 5	ALIC	0	-not aligned-	Deal 
32	4 5 6 <==> 7 8 9 10 11	SIMI	4	fiscal cliff deal	on `` fiscal cliff '' 
32	0 <==> 2	NOALI	0	-not aligned-	's 
32	1 2 <==> 0	NOALI	0	US Senate	-not aligned- 
32	3 <==> 6	EQUI	5	approves	reached 
33	5 6 7 <==> 0	NOALI	0	after economic meeting	-not aligned- 
33	4 <==> 4	EQUI	5	higher	higher 
33	0 <==> 5 6	NOALI	0	-not aligned-	on Wednesday 
33	1 2 <==> 1 2	EQUI	5	China stocks	China stocks 
33	3 <==> 3	EQUI	5	close	close 
34	4 <==> 4	SIMI	4	convicted	Fined 
34	5 6 7 <==> 5 6 7 8	SPE2	4	of tax evasion	in Italian Tax Case 
34	1 2 3 <==> 1 2 3	EQUI	5	Dolce and Gabbana	Dolce and Gabbana 
35	0 <==> 2	ALIC	NIL	-not aligned-	raises 
35	0 <==> 3	ALIC	NIL	-not aligned-	stakes 
35	3 4 5 6 <==> 4 5 6 7	REL	3	on Syrian chemical arms	over Syria chemical claims 
35	1 2 <==> 1	SPE1	3	UK alert	West 
36	0 <==> 4 5 6	ALIC	0	-not aligned-	Mexican music star 
36	0 <==> 3	NOALI	0	-not aligned-	, 
36	7 8 9 <==> 9 10 11	EQUI	5	in plane crash	in plane crash 
36	0 <==> 7	NOALI	0	-not aligned-	, 
36	1 2 3 4 <==> 1 2	SPE1	4	Mexican singer Jenni Rivera	Jenni Rivera 
36	5 6 <==> 8	EQUI_FACT	5	believed killed	dies 
37	0 <==> 1	NOALI	0	-not aligned-	Indonesia 
37	1 2 <==> 3 4	EQUI	5	Death toll	Death toll 
37	3 <==> 5	EQUI	5	climbs	rises 
37	6 7 8 9 <==> 8 9 10 11	EQUI	5	in Indonesia boat sinking	in Indonesia boat capsize 
37	0 <==> 2	NOALI	0	-not aligned-	: 
37	4 5 <==> 6 7	SIMI	4	to 15	to 11 
38	8 9 <==> 3 4 5 6	SPE2	4	preliminary results	in initial Iran count 
38	1 <==> 1	EQUI	5	Rouhani	Rouhani 
38	7 <==> 0	NOALI	0	-	-not aligned- 
38	2 <==> 2	EQUI	5	leads	leads 
38	3 4 5 6 <==> 0	ALIC	0	in Iran presidential vote	-not aligned- 
39	4 5 6 <==> 3 4 5	SPE1	4	before pro-Morsi protests	for massive protests 
39	2 <==> 0	ALIC	NIL	increases	-not aligned- 
39	3 <==> 2	SIMI	3	security	bracing 
39	1 <==> 1	EQUI	5	Egypt	Egypt 
40	6 <==> 5	EQUI	5	hits	climbs 
40	4 5 <==> 3 4	EQUI	5	death toll	death toll 
40	1 2 3 <==> 1 2	EQUI	5	Bangladesh building collapse	Bangladesh building-collapse 
40	7 <==> 6 7	SIMI	2	362	to 580 
41	1 2 <==> 3 4	EQUI	5	2 dead	2 dead 
41	4 5 <==> 6 7	EQUI	5	2 injured	2 hurt 
41	0 <==> 5	NOALI	0	-not aligned-	, 
41	0 <==> 1	ALIC	0	-not aligned-	Nevada 
41	0 <==> 2	NOALI	0	-not aligned-	: 
41	3 <==> 0	NOALI	0	,	-not aligned- 
41	6 7 8 9 10 <==> 8 9 10 11	EQUI	5	in Nevada middle school shooting	in middle school shooting 
42	6 7 <==> 0	NOALI	0	takes effect	-not aligned- 
42	2 3 4 5 <==> 2 3 4 5 6 7	EQUI	5	mixed sex schools ban	in mixed-sex school ` ban ' 
42	1 <==> 1	EQUI	5	Hamas	Hamas 
43	1 <==> 1	EQUI	5	Russia	Russia 
43	2 <==> 2	EQUI	5	gives	gives 
43	5 6 7 8 <==> 5 6 7	SPE1	4	to American adoption ban	to adoption ban 
43	3 4 <==> 3 4	EQUI	5	initial OK	initial approval 
44	2 3 4 <==> 2 3 4	EQUI	5	Among 7 Dead	among 7 dead 
44	5 6 7 8 <==> 5 6 7 8	EQUI	5	After Florida Apartment Shooting	after Fla. apartment shootout 
44	1 <==> 1	EQUI	5	Gunman	Gunman 
45	0 <==> 7	NOALI	NIL	-not aligned-	new 
45	26 27 <==> 0	NOALI	NIL	is thought	-not aligned- 
45	18 19 <==> 8 9	EQUI	5	the deaths	The deaths 
45	28 29 <==> 0	NOALI	NIL	to include	-not aligned- 
45	0 <==> 17 18 19 20	NOALI	NIL	-not aligned-	are being looked at 
45	0 <==> 21	NOALI	NIL	-not aligned-	again 
45	13 14 15 <==> 22 23	EQUI	5	to the police	by police 
45	9 10 11 12 <==> 0	NOALI	NIL	which has been passed	-not aligned- 
45	1 2 <==> 0	ALIC	NIL	Murder claim	-not aligned- 
45	0 <==> 28	NOALI	NIL	-not aligned-	. 
45	0 <==> 6	NOALI	NIL	-not aligned-	received 
45	16 17 <==> 0	NOALI	NIL	relating to	-not aligned- 
45	7 8 <==> 24 25 26 27	SPE1	4	New information	after they received information 
45	20 21 22 23 24 25 <==> 10 11 12 13 14 15 16	EQUI	5	of Princess Diana and Dodi Fayed	of Princess Diana and Dodi Al Fayed 
45	3 4 <==> 0	ALIC	NIL	over Diana 	-not aligned- 
45	5 6 <==> 1 2 3 4 5	SPE2	1	's death	Diana and Fayed death info 
45	30 31 <==> 0	NOALI	NIL	an allegation	-not aligned- 
45	32 33 34 35 <==> 0	NOALI	NIL	that they were murdered	-not aligned- 
46	0 <==> 1	ALIC	NIL	-not aligned-	India 
46	6 7 <==> 7 8	EQUI	5	against Pakistan	against Pakistan 
46	3 <==> 4	EQUI	5	pledges	promises 
46	1 2 <==> 2 3	EQUI	5	Narendra Modi	's Modi 
46	4 5 <==> 5 6	EQUI	5	tough stand	tough stance 
47	1 2 <==> 1 2	EQUI	5	Boy Scouts	Boy Scouts 
47	0 <==> 3 4	NOALI	NIL	-not aligned-	of America 
47	4 <==> 6	SIMI	4	decision	vote 
47	3 <==> 5	EQUI	5	delay	delays 
47	7 <==> 10 11	EQUI	5	gays	on gays 
47	0 <==> 9	ALIC	NIL	-not aligned-	ban 
47	5 6 <==> 7 8	SIMI	3	on admitting	on lifting 
48	5 6 <==> 5 6	SIMI	2	0.26 pc	1.53 % 
48	1 2 <==> 1 2	EQUI	5	Tokyo stocks	Tokyo stocks 
48	3 4 <==> 3 4	EQUI	5	close down	close down 
49	1 <==> 1	EQUI	5	USA	U.S. 
49	5 6 <==> 0	NOALI	0	in row	-not aligned- 
49	2 <==> 2	EQUI	5	expels	expels 
49	3 4 <==> 3 4	EQUI	5	Venezuela diplomats	Venezuelan diplomats 
50	0 <==> 8 9 10	ALIC	NIL	-not aligned-	in annual profits 
50	0 <==> 2	NOALI	NIL	-not aligned-	: 
50	6 <==> 12	EQUI	5	warns	warns 
50	0 <==> 1	NOALI	NIL	-not aligned-	Stansted 
50	3 4 <==> 5 6 7	SPE2	3	record profits	13 % rise 
50	1 <==> 3	EQUI	5	Ryanair	Ryanair 
50	5 <==> 0	NOALI	NIL	but	-not aligned- 
50	2 <==> 4	EQUI	5	reports	reports 
50	0 <==> 11	NOALI	NIL	-not aligned-	but 
50	11 12 <==> 16 17	EQUI	5	this year	this year 
50	8 9 10 <==> 0	ALIC	NIL	likely to slow	-not aligned- 
50	7 <==> 13 14 15	SIMI	4	growth	of slower growth 
51	8 9 <==> 0	NOALI	NIL	' deaths	-not aligned- 
51	0 <==> 4	NOALI	NIL	-not aligned-	summoned 
51	4 5 <==> 0	NOALI	NIL	to commemorate	-not aligned- 
51	3 <==> 0	NOALI	NIL	emerge	-not aligned- 
51	6 7 <==> 0	NOALI	NIL	Cambodian workers	-not aligned- 
51	0 <==> 5 6	NOALI	NIL	-not aligned-	to court 
51	1 2 <==> 1 2 3	SPE2	4	Opposition leaders	Cambodia opposition leaders 
52	4 5 <==> 4 5	EQUI	5	Commonwealth summit	Commonwealth summit 
52	0 <==> 3	NOALI	NIL	-not aligned-	snubs 
52	3 <==> 0	NOALI	NIL	:	-not aligned- 
52	1 2 <==> 1 2	REL	1	Indian media	Indian PM 
53	4 5 6 <==> 4 5	SPE1	4	gay marriage bill	gay marriage 
53	3 <==> 3	EQUI	5	backs	backs 
53	1 2 <==> 1 2	REL	1	Yvette Cooper	White House 
54	0 <==> 4	NOALI	NIL	-not aligned-	' 
54	2 <==> 2 3	SIMI	2	killed	9 Dead 
54	1 <==> 0	ALIC	NIL	100	-not aligned- 
54	0 <==> 1	NOALI	NIL	-not aligned-	' 
54	3 4 5 6 7 <==> 5 6 7 8 9	EQUI	5	in new Darfur tribal clashes	in New Darfur Tribal Clash 
55	0 <==> 7	NOALI	NIL	-not aligned-	rises 
55	0 <==> 8 9	NOALI	NIL	-not aligned-	to 352 
55	3 4 5 6 7 <==> 3 4 5 6	SPE1	4	after deadly Bangladesh building collapse	as Bangladesh building toll 
55	2 <==> 2	EQUI	5	arrested	arrested 
55	1 <==> 1	SIMI	3	8	Four 
56	0 <==> 4	NOALI	NIL	-not aligned-	Defects 
56	9 <==> 0	NOALI	NIL	loom	-not aligned- 
56	1 <==> 1 2 3	REL	2	Afghans	Afghan District Governor 
56	6 7 <==> 0	NOALI	NIL	even as	-not aligned- 
56	8 <==> 5 6	EQUI	5	Taliban	To Taliban 
56	5 <==> 0	NOALI	NIL	,	-not aligned- 
56	2 <==> 0	NOALI	NIL	flock	-not aligned- 
56	3 4 <==> 0	NOALI	NIL	to colleges	-not aligned- 
57	1 <==> 0	NOALI	NIL	Generations	-not aligned- 
57	3 4 5 <==> 0	NOALI	NIL	over gay marriage	-not aligned- 
57	2 <==> 4	EQUI	5	divided	divided 
57	0 <==> 5 6	NOALI	NIL	-not aligned-	over Syria 
57	0 <==> 1 2	NOALI	NIL	-not aligned-	G20 Summit 
57	0 <==> 3	NOALI	NIL	-not aligned-	ends 
58	6 7 <==> 7 8	EQUI	5	in Afghanistan	in Afghanistan 
58	4 5 <==> 5 6	SIMI	3	17 civilians	10 police 
58	3 <==> 4	EQUI	5	kill	kill 
58	1 2 <==> 1 2 3	SPE1	4	Taliban attacks	Series of attacks 
59	3 <==> 0	NOALI	NIL	seek	-not aligned- 
59	5 6 <==> 0	NOALI	NIL	at church	-not aligned- 
59	4 <==> 0	NOALI	NIL	healing	-not aligned- 
59	1 2 <==> 1	SPE1	4	Texas residents	Residents 
59	0 <==> 2	NOALI	NIL	-not aligned-	return 
59	7 8 9 <==> 3 4 5 6	SPE1	4	after deadly blast	to Texas blast site 
60	2 <==> 0	NOALI	NIL	due	-not aligned- 
60	1 <==> 1	EQUI	5	Mali	Mali 
60	0 <==> 2	NOALI	NIL	-not aligned-	Counts 
60	5 6 <==> 4 5 6	REL	3	for president	After Presidential Runoff 
60	3 4 <==> 3	SIMI	3	to vote	Votes 
61	6 7 <==> 0	NOALI	NIL	by rebels	-not aligned- 
61	1 2 3 4 <==> 1 2 3 4	EQUI	5	Central African Republic president	Central African Republic President 
61	0 <==> 5	NOALI	NIL	-not aligned-	, 
61	5 <==> 7 8	SIMI	3	overthrown	stepping down 
61	0 <==> 6	NOALI	NIL	-not aligned-	PM 
62	0 <==> 1 2	NOALI	NIL	-not aligned-	South Korea 
62	0 <==> 3	NOALI	NIL	-not aligned-	confirms 
62	0 <==> 7 8	NOALI	NIL	-not aligned-	has conducted 
62	0 <==> 4	NOALI	NIL	-not aligned-	that 
62	2 <==> 0	NOALI	NIL	condemns	-not aligned- 
62	0 <==> 5 6	ALIC	NIL	-not aligned-	North Korea 
62	3 4 5 6 <==> 9 10 11 12	SPE2	3	North Korean nuclear test	controversial third nuclear test 
62	1 <==> 0	NOALI	NIL	Russia	-not aligned- 
63	3 4 5 6 7 <==> 3 4 5 6 7	EQUI	5	in Russian coal mine blast	in Russia coal mine blast 
63	1 <==> 1	SIMI	3	18	Ten 
63	2 <==> 2	SIMI	2	trapped	killed 
64	1 2 <==> 1 2	SIMI	4	Blizzard hammers	Blizzard wallops 
64	0 <==> 7	NOALI	NIL	-not aligned-	roads 
64	5 <==> 0	NOALI	NIL	,	-not aligned- 
64	6 7 <==> 0	NOALI	NIL	five dead	-not aligned- 
64	8 <==> 0	NOALI	NIL	,	-not aligned- 
64	10 <==> 0	NOALI	NIL	lose	-not aligned- 
64	0 <==> 6	NOALI	NIL	-not aligned-	closes 
64	3 4 <==> 3 4	EQUI	5	U.S. Northeast	US Northeast 
64	11 <==> 0	NOALI	NIL	power	-not aligned- 
64	0 <==> 5	NOALI	NIL	-not aligned-	, 
64	9 <==> 0	NOALI	NIL	700,000	-not aligned- 
65	4 <==> 4	EQUI	5	hits	shakes 
65	1 2 3 <==> 1 2 3	SIMI	3	6.9 magnitude earthquake	5.6 magnitude earthquake 
65	5 6 <==> 5	SIMI	2	New Zealand	Iran 
66	0 <==> 4	NOALI	NIL	-not aligned-	: 
66	1 2 3 <==> 1 2 3	EQUI	5	Daily Press Briefing	Daily Press Briefing 
66	5 6 <==> 5	SIMI	2	South Sudan	Syria 
66	4 <==> 0	NOALI	NIL	:	-not aligned- 
67	0 <==> 6 7 8	NOALI	NIL	-not aligned-	on U.S. adoptions 
67	1 2 <==> 1 2	SIMI	2	French parliament	Russian parliament 
67	7 8 <==> 0	NOALI	NIL	on prostitution	-not aligned- 
67	0 <==> 5	NOALI	NIL	-not aligned-	ban 
67	0 <==> 3 4	NOALI	NIL	-not aligned-	to consider 
67	3 <==> 0	NOALI	NIL	backs	-not aligned- 
67	4 <==> 0	NOALI	NIL	reform	-not aligned- 
67	5 6 <==> 0	NOALI	NIL	of law	-not aligned- 
68	0 <==> 6 7 8 9 10	NOALI	NIL	-not aligned-	over Muslim Brotherhood , supporters 
68	0 <==> 1	NOALI	NIL	-not aligned-	Egypt 
68	3 <==> 0	NOALI	NIL	focuses	-not aligned- 
68	4 5 6 <==> 0	NOALI	NIL	on northern border	-not aligned- 
68	0 <==> 4 5	NOALI	NIL	-not aligned-	takes control 
68	0 <==> 2 3	NOALI	NIL	-not aligned-	's military 
68	1 2 <==> 0	NOALI	NIL	Israeli military	-not aligned- 
69	1 2 <==> 0	NOALI	NIL	AU leaders	-not aligned- 
69	0 <==> 4	NOALI	NIL	-not aligned-	Detained 
69	4 5 6 <==> 0	NOALI	NIL	for Africa Day	-not aligned- 
69	0 <==> 1 2 3	NOALI	NIL	-not aligned-	Egypt Youth Leader 
69	3 <==> 0	NOALI	NIL	meet	-not aligned- 
69	0 <==> 5 6 7	NOALI	NIL	-not aligned-	for Four Days 
70	1 <==> 1 2	SIMI	1	Manning	Ariel Castro 
70	6 7 <==> 7 8	EQUI	5	in prison	in prison 
70	2 <==> 3	EQUI	5	sentenced	sentenced 
70	3 4 5 <==> 4 5 6	SIMI	1	to 35 years	to 1,000 years 
71	0 <==> 3	NOALI	NIL	-not aligned-	get 
71	2 <==> 0	NOALI	NIL	denies	-not aligned- 
71	0 <==> 1 2	NOALI	NIL	-not aligned-	US allies 
71	4 5 6 7 8 9 <==> 0	NOALI	NIL	of deadly Damascus nerve gas attack	-not aligned- 
71	0 <==> 5 6	NOALI	NIL	-not aligned-	to repel 
71	0 <==> 7 8 9	NOALI	NIL	-not aligned-	Iranian computer attacks 
71	3 <==> 0	NOALI	NIL	reports	-not aligned- 
71	1 <==> 0	NOALI	NIL	Syria	-not aligned- 
71	0 <==> 4	NOALI	NIL	-not aligned-	help 
72	4 <==> 4	OPPO	4	lower	higher 
72	1 2 <==> 1 2	EQUI	5	China stocks	China stocks 
72	5 6 <==> 5 6	SIMI	3	on Friday	on Wednesday 
72	3 <==> 3	EQUI	5	close	close 
73	0 <==> 2 3	NOALI	NIL	-not aligned-	turning back 
73	1 2 3 <==> 0	NOALI	NIL	Two Santa trackers	-not aligned- 
73	0 <==> 1	NOALI	NIL	-not aligned-	Spain 
73	0 <==> 4 5	NOALI	NIL	-not aligned-	the clock 
73	0 <==> 6 7	NOALI	NIL	-not aligned-	on siestas 
73	5 6 <==> 0	NOALI	NIL	this Christmas	-not aligned- 
73	4 <==> 0	NOALI	NIL	competing	-not aligned- 
74	0 <==> 1	NOALI	NIL	-not aligned-	Rescuers 
74	1 <==> 0	NOALI	NIL	Mayor	-not aligned- 
74	5 6 7 8 9 <==> 5 6 7 8 9	EQUI	5	in Texas fertilizer plant blast	of Texas fertiliser plant blast 
74	0 <==> 3 4	NOALI	NIL	-not aligned-	for survivors 
74	3 4 <==> 0	NOALI	NIL	14 dead	-not aligned- 
74	2 <==> 0	NOALI	NIL	says	-not aligned- 
74	0 <==> 2	NOALI	NIL	-not aligned-	search 
75	6 7 8 <==> 0	NOALI	NIL	to hand over	-not aligned- 
75	5 <==> 3	EQUI	5	Syria	Syria 
75	11 <==> 0	NOALI	NIL	?	-not aligned- 
75	0 <==> 7 8 9	NOALI	NIL	-not aligned-	sarin gas in 
75	0 <==> 4 5 6	NOALI	NIL	-not aligned-	may have used 
75	2 3 <==> 1	EQUI	5	the U.S.	US 
75	4 <==> 0	NOALI	NIL	trust	-not aligned- 
75	9 10 <==> 10 11	EQUI	5	chemical weapons	chemical weapons 
